URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
427	skos:Concept	Chinois (système musical des)			Les historiens de la Chine conviennent unanimement que le principe fondamental sur lequel s'est élevé leur empire a été celui de la musique. Pankou, l'un des plus célèbres d'entre eux, déclare formellement que la doctrine des Kings, livre sacré de la nation, repose toute entière sur cette science, et est représentée dans ces livres comme l'expression et l'image de l'union de là terre avec le ciel. Ceux que les Chinois regardent comme les auteurs de leur système musical, sont Ling-Lun-Kouei et Pin-Mou-Kia. L'époque où parut Ling-Lunne saurait être exactement fixée. Le Yo King, celui des livres sacrés qui contenait les lois sur la musique, ne nous est point parvenu; on croit que tous les exemplaires furent livrées aux flammes. Les fragments, qui s'étaient conservés dans la mémoire, furent soigneusement recueillis, et plusieurs savants mirent leur gloire à les rétablir, et firent de grands efforts pour faire refleurir l'ancienne musique; mais les troubles et les guerres qui survinrent ne leur permirent pas d'achever leur ouvrage, et jetèrent tout dans un nouveau désordre : ce ne fut que très-longtemps après qu'un prince nommé Tsaï, enthousiasmé pour l'art musical, entreprit de lui rendre son lustre antique. Il s'entoura, pour arriver à ce but, de tout ce qu'il y avait parmi les Chinois, d'hommes savants dans la musique théorique et pratique, et fouilla dans tous les monuments nationaux dont son rang lui facilitait l'accès. Le résultat de son travail fut un système musical complet, considéré comme sacré dès l'antiquité la plus réculée. Le principe appelé koung c'est-à-dire foyer lumineux, centre où tout aboutit et d'où tout émane, répond au son que nous appelons fa. C'est du koung fondamental ou du principe fa que tout reçoit chez les Chinois, tant dans le moral que dans le physique, son nombre, sa mesure et son poids. C'est à cet unique principe que tout se rapporte, et c'est en étudiant ce principe qu'on peut apprécier jusqu'à la position exacte que ces peuples donnaient à leurs chants sur le diapason musical. Ce n'est pas moins merveilleux peut-être et ce qui résulte pourtant d'une telle institution, c'est que, grâce à ce même principe fa, reconnu comme sacré, et dont la forme est invariablement fixée, le peuple a eu les mêmes poids, les mêmes mesures, et a fait usage des mêmes intonations dans les mêmes traits de chant. Maintenant que nous connaissons le principe sur lequel est fondé le système musical de Ling-Lun chez les Chinois, et la manière dont ils l'établissent, voyons sous quels rapports cet homme célèbre en concevait les développements, et comment il en faisait découler les sons diatoniques et chromatiques qu'il mettait dans son système. Ling-Lun ayant pris la corde fondamentale fa comme le son générateur de tous les autres sons et l'ayant fait vivement retentir, soit sur la pierre sonore du yuking, soit sur le bronze harmonieux du lienchtoung, il saisit dans le retentissement de ces corps plusieurs sons analogues au son générateur, parmi lesquels il reconnut que l'octave ou la musique à l'aigu de ce môme son, et sa double quinte ou sa douzième, étaient les premiers et les plus permanents; en sorte qu'il fut conduit à penser que le développement des corps sonores, en général, avait lieu par une marche combinée qui lui faisait suivre à la fois une progression double et triple, double comme de 1 à 2 ou de 4 à 8 pour produire son octave, et triple comme de 1 à 3 et de 4 à 12 pour produire son douzième. Cette marche combinée, qui renfermait les facultés opposées du pair et de l'impair, lui convint d'autant plus qu'elle dispensait d'admettre un nouveau principe, et lui permettait en apparence de tout faire découler de l'unité. Nous disons en apparence, car en supposant possible cette marche hétérogène et simultanée de 1 à 2 et de 1 à 3, le système où elle régnera à l'exclusion de celle de 3 à 4 manquera toujours de chromatique descendant et d'enharmonique. Rameau, qui plus de huit mille ans après Ling-Lun a voulu en faire la base de son système musical, en partant de la même expérience, a été forcé d'avoir recours à un fade tempérament qui mutile tous les sons, et qui, vingt fois proposé en Chine, a vingt fois été rejeté; car les savants de la nation, quoique pénétrés depuis longtemps du vide de leur système, ont mieux aimé le conserver pur, quoique incomplet, que de le gâter dans une de ses parties pour suppléer à celle qui lui manque. A l'époque où Ling-Lun posait son principe unique, poussé par l'esprit de schisme qui dominait sur lui, il ne pouvait pas trouver une théorie meilleure, et il faut convenir que, malgré ses défauts, elle présente encore de grandes beautés, et surtout annonce une grande perspicacité d'esprit dans son auteur. Un des écrivains dont les ouvrages peuvent donner les meilleures indications sur la musique des Chinois, est le père Amyot.		868.0		EP346078
428	skos:Concept	Chistianisme							PMB22818
430	skos:Concept	Chitarrone		Chitaronne					PMB1229;PMB23089
431	skos:Concept	Choeur			C'est en musique, un morceau d'harmonie complète à quatre, huit, douze parties vocales ou plus, chanté à la fois par toutes les voix, et ordinairement accompagné par tout l'orchestre. Leschoeurs de l'Opéra se rangeaient autrefois sur deux files, et, formant un double espalier le long des coulisses, sans jamais prendre part aux jeux de la scène, ils se bornaient à crier à tue-tête : Jurons, célébrons, chantons, détruisons, combattons, de Rameau et de ses émules. Puisque l'Opéra, jouissait du beau privilége de faire parler la multitude, il ne devait pas la tenir dans un repos d'autant plus ridicule, que les personnages ne cessaient de dire : Couvons aux armes, ébranlons la terre, rien n'égale ma fureur, etc., ce qui suppose l'agitation et le mouvement. Le génie de Gluck, portant une salutaire réforme dans notre système musical, vint animer cette troupe immobile, et la fit participer à l'action scénique. Les choeurs sont de diverses natures, selon le style auquel ils appartiennent, c'est-à-dire le style sévère, le style libre ou le style mixte, et leurs subdivisions. Outre cela, ils sont à divers nombres de parties : il y a des choeurs à l'unisson, à deux, à trois, à quatre, à cinq, et à un plus grand nombre de parties, formés des différents mélanges de voix. Les combinaisons de voix pour les choeurs sont trèsvariées : elles dépendent entièrement du caprice et du bon goût. Haydn, Mozart et d'autres grands maîtres ont presque toujours écrit les choeurs pour soprano, alto, ténor et basse. Cette combinaison est bonne; cependant elle est sujette à un inconvénient qui n'est point sans gravité. La partie d'alto ou de contralto ne ressort pas assez, surtout dans les choeurs à voix nombreuses, et la plupart des effets qui lui sont confiés sont anéantis Les choeurs de femmes sont d'un effet ravissant dans les morceaux religieux et tendres. Quelquefois on donne une partie de ténor pour basse aux voix féminines : Weber l'a fait avec succès pour ses choeurs d'esprits, dans Oberon. Cette combinaison de voix produit un effet doux et calme. Les choeurs d'hommes, au contraire, produisent les plus énergiques effets. Dans son terrible choeur des Scythes, au premier acte d'Iphigénie en Tauride, Gluck fait frissonner de terreur par le subit unisson des ténors et des basses, sur les mots : les dieux nous amènent des victimes. On donne aussi le nom de choeur à la réunion des musiciens qui doivent chanter les choeurs. Choeur signifie encore la partie de l'église on l'on chante l'office divin, et qui est séparée de celle qu'on appelle la nef.				EP345856;PMB1230
432	skos:Concept	Choeur d'opéra							PMB22963
433	skos:Concept	Choeur instrumental							
434	skos:Concept	Choral			En latin, cantus choralis, a choro; en italien, canto fermo; en espagnol, canto llano, signifie chant ecclésiastique, ou cette espèce de mélodie dont on fait usage dans les cérémonies du culte divin. Cette mélodie, d'un mouvement lent, est entièrement composée de notes d'une égale valeur sans aucun agrément. On trouve chez les Hébreux des traces de chants sacrés populaires qui, sans doute, n'étaient que de simples mélodies. La raison d'ailleurs en est naturelle : en effet, si ces chants, dès leur origine, avaient été surchargés d'ornements artificiels, ils n'auraient pas pu être exécutés par un peuple nombreux, dont la plus grande partie, sans doute, ignorait tout élément de musique. Sous le règne de David et de Salomon, les chants sacrés prirent une forme plus parfaite, et leur usage se conserva jusqu'à la captivité de Babylone. Enos passe chez les Hébreux pour être l'inventeur du chant, parce qu'il chanta le premier les louanges du Seigneur. (Genèse, c. 4.) Les anciens Grecs aimaient dans les hymnes que le peuple chantait dans les temples, la mélodie la plus simple. Les premiers chrétiens chantèrent aussi des psaumes et des hymnes dans leurs cérémonies religieuses. Au quatrième siècle de l'ère chrétienne, saint Ambroise, archevêque de Milan, donnaau plain-chant sa forme primitive, en se servant de quelques anciennes mélodies grecques. Boèce lut le premier en France qui, au commencement du cinquième siècle, transféra la musique des Grecs, et surtout leur plain-chant en Italie. Plus tard, saint Grégoire-le-Grand, non-seulement introduisit le plain-chant dans l'église occidentale, mais il mit en ordre lui-même le recueil des antiennes, des hymnes et des psaumes; plaça certains caractères de musique sur les paroles, forma une école de plain-chant dont il a été le premier maître, et contribua puissamment de tous ses moyens à son perfectionnement. C'est en l'honneur de saint Grégoire que le plain-chant s'appelle encore Grégorien. Luther fit beaucoup aussi, pour le plan-chant, à l'occasion de la réforme dans l'église. Les choraux de Luther sont justement célèbres. Le mot choral peut s'appliquer aussi aux choeurs ; ainsi on dit une société chorale. Dans un sens plus restreint, ce mot désigne le choeur d'une chapelle, formé de la masse des chantres qui sont au choeur de l'église. On désigne aussi par là le fauxbourdon. (Voyez FAUX-BOURDON.)				PMB1231
435	skos:Concept	Choral instrumental							PMB1232
436	skos:Concept	Chorale							PMB1233
437	skos:Concept	Chorégraphe							EP345860;PMB1234
438	skos:Concept	Chorégraphie			Art d'écrire la danse à l'aide de certains signes. Tornot Arbeau, chanoine de Langres est le premier qui ait écrit sur la chorégraphie; Hairer publia un système de cet art et de nos jours Saint-Léon a publié un ouvrage spécial sur la chorégraphie.		669.0		EP345919
439	skos:Concept	Choriste			Homme ou femme qui ne chante que dans les choeurs.		413.0		EP346434
440	skos:Concept	Christianisme							EP345861
441	skos:Concept	Chromatisme							EP345865
442	skos:Concept	Chroniqueur							
443	skos:Concept	Chronomètre					1753.0		EP346232
444	skos:Concept	Chute			Se fait lors qu'en descendant par intervalle de tierce, on touche en passant du second coup d'archet la note dont la situation est entre les deux qui font la tierce, la chute peut se faire également sur des notes du même dégré.				
446	skos:Concept	Circoncision du Christ							PMB1236
447	skos:Concept	Circonstances de création					654.0		EP345905
448	skos:Concept	Circulation d'oeuvre					654.0		EP345906
449	skos:Concept	Cistre			Instrument ancien qui tenait du luth et de la guitare, il avait un corps sonore plat, de forme ovale, sans courbure du luth, les cordes étaient en métal.				PMB23097
450	skos:Concept	Citation thématique							
451	skos:Concept	Cithare			Ancien instrument de musique dans lequel les antiquaires prétendent retrouver la chelys inventé par Mercure. C'était une espèce de guitare de forme ovale, diminuant vers la partie où était fixé le manche qui était droit et surmonté d'un chevillier recourbé au dedans et légèrement incliné de côté.				
452	skos:Concept	Clairon			C'est le même instrument que la trompette. Dans le style poétique, on appelle clairon tout instrument à embouchure propre à exciter l'ardeur belliqueuse des soldats. (Voyez TROMPETTE.) Il est principalement employé dans la musique militaire ; les exercices se font généralement aux appels du clairon.				
453	skos:Concept	Clarinette			Instrument de musique à vent, à bec et à anche. La clarinette a été inventée à Nuremberg, il y a environ cent ans : c'est de tous les instruments à vent celui dont l'invention est la plus récente; aussi sastructure n'a-t-elle pas atteint toute la perfection que l'on remarque dans la flûte, le hautbois et le basson. Mais quoique cet instrument présente des défauts assez graves, les maîtres habiles ont toujours su les corriger, et les Lefèvre, les Gambaro, les Dacosta, les Klosé, les Cavallini, ont réuni la pureté du son à une exécution aussi rapide que brillante. La clarinette est le fondement des orchestres militaires ; elle y tient le même rang que le violon dans la symphonie ou dans la musique dramatique. Plusieurs clarinettes en ut jouent le chant, tandis qu'un nombre égal forme le second.dessus, et qu'une clarinette en fa porte l'octave de la mélodie ou exécute des passages en volubilités. La clarinette a quatre registre : le grave, le chalumeau, le medium et l'aigu. Les sons graves ont surtout dans les tenues, un accent menaçant dont Weber a fait le plus heureux usage ; les sons du medium sont empreints de fierté et de tendresse. C'est la voix noble et poétique d'un héroïque amour. Si les masses d'instruments de cuivre, dit un célèbre critique, réveillent dans les grandes symphonies militaires, l'idée d'une troupe guerrière couvertes d'armures étincelantes, marchant à la gloire ou à la mort, les nombreux unissons de clarinettes semblent représenter les femmes aimées, les amantes à l'oeil fier, à la passion profonde, que le bruit des armes exalte, qui chantent en combattant, qui couronnent les vainqueurs ou meurent avec les vaincus, Ce beau soprano instrumental si retentissant, si riche d'accents pénétrants quand on l'emploie par masses, gagne, dans le solo, en délicatesse, en nuances fugitives, en affectuosités mystérieuses, ce qu'il perd en force et en puissants éclats. Weber a parfaitement saisi ces nuances et en a fait une application admirable dans le solo de clarinette qui se trouve au milieu de l'ouverture du Fryschutz. Cette voix rêveuse et pure de la clarinette, planant sur un trémolo d'instruments à cordes, peint avec une vérité sublime, l'amante du chasseur, qui, isolée au fond des bois solitaires, les mains et les yeux vers le ciel, mêle sa voix suppliante au bruit de la nature tourmentée par l'orage.				PMB1237
454	skos:Concept	Clarinette d'amour							PMB23294
455	skos:Concept	Clarinettiste					1152.0		EP346444
456	skos:Concept	Classicisme							EP345868;PMB1238
457	skos:Concept	Clavecin			Le clavecin est, en général, composé d'une caisse et d'une table d'harmonie sur laquelle les cordes se trouvent tendues. Les petites plaques collées sur les touches sont ordinairement d'os de boeuf pour les touches du genre diatonique, et d'ébène pour les touches chromatiques. La barre qui règle l'élévation des sautereaux, et par conséquent l'abaissement des touches, est une planche étroite et massive en bois de tilleul, dont le dessous est garni de deux ou trois lisses de drap, qui empêchent d'entendre le choc des sautereaux contre la barre. Le son mâle, robuste, argentin et doux de toutes les cordes dépend de la bonté de la table, de la justesse du chevalet du diapason, et de la manière d'adapter les barres qui se trouvent collées contre la table d'harmonie. Le squelette intérieur qui soutient tout le corps du clavecin est en bois de sapin ou en tilleul ; les deux chevalets du diapason, ainsi que ceux placés auprès des leviers, sont presque toujours en bois de chêne, avec cette différence que le chevalet de l'octave est beaucoup plus bas et plus près des leviers que l'autre ; le sommier, qui est l'endroit où les leviers sont adaptés, est en bois dur, tel que du chêne, de l'orme, etc., et il se trouve solidement fixé des deux côtés pour soutenir la tension des cordes; les registres et les guides intérieurs sont en bois de tilleul : les registres sont aussi garnis de peau pour empêcher le bruit des sautereaux, qui sont en poirier le plus lisse et le plus uni que l'on puisse trouver. Dans le clavecin, les cordes résonnent au moyen de petits becs de plume de corbeau placés dans les languettes des sautereaux. Aujourd'hui, cet instrument a cédé la place au piano. (Voir PIANO.)				PMB1239
458	skos:Concept	Clavecin à maillets							EP345869
459	skos:Concept	Clavecin brisé							
460	skos:Concept	Clavecin électrique			(Inventé par La Borde J. B., en 1755). — C'était un carillon avec un clavier dont chaque touche correspondait à un timbre particulier. Le clavier faisait mouvoir les verges qui frappaient les timbres et les touches n'étaient mises en action que par une commotion électrique.				PMB23418
461	skos:Concept	Clavecin oculaire	clavecin à couleurs		Le P. Louis-Bertrand Castel, inventeur de cet instrument, avait distribué entre les touches les couleurs d'après une certaine gradation, de manière que chaque touche, au moyen de la pression, produisait une couleur selon les principes qu'il avait établis.				PMB1240
462	skos:Concept	Claveciniste					1152.0		EP346445;PMB1241
463	skos:Concept	Clavicorde			Ancien instrument à corde de forme triangulaire, que l'on jouait comme l'épinette.				PMB1242
464	skos:Concept	Clavier			Le clavier est l'assemblage de toutes les touches du piano, lesquelles représentent tous les sons qui peuvent être employés dans l'harmonie. Les instruments à clavier sont l'orgue, le piano, la vielle ; les carillons ont aussi des claviers. Celui du piano a généralement six octaves et demie, qui commencent par l' ut placé au-dessous de l'extrême mi grave de la contrebasse à quatre cordes, et finisent à l'aigu au fa ou au sol qui se trouve immédiatement au-dessus du dernier fa. On fait maintenant des pianos de sept octaves et même de huit octaves. On appelle aussi clavier la portée générale ou somme des sons de tout le système qui résulte de la position relative des sept clefs. Au Conservatoire de Paris, ce nom est donné à une classe de piano consacrée aux élèves chanteurs.		892.0		EP346105;PMB1243
465	skos:Concept	Clavier accouplé							
466	skos:Concept	Clavier d'écho							
467	skos:Concept	Clavier du grand orgue							
468	skos:Concept	Clavier du positif							
469	skos:Concept	Clavier du récit							
471	skos:Concept	Clé	clef		Caractère de musique qui se met au commencement d'une portée, pour déterminer le degré d'élévation de cette portée dans le clavier général, et indiquer les noms de toutes les notes qu'elle contient dans la ligne de cette clef. Ce caractère, en faisant connaître les noms et les degrés d'intonation que l'on doit donner aux notes, ouvre pour ainsi dire la porte du chant, et c'est à cause de cette propriété qu'il a reçu le nom métaphorique de clef. Le nombre de clefs est de sept, savoir : deux clefs de fa, quatre clefs d'ut, et la clef de sol ; on se servait autrefois d'une huitième clef, celle de sol sur la première ligne. Mais on l'a supprimée comme inutile, attendu qu'elle donnait les mêmes résultats que celle de fa quatrième ligne. Le nombre des clefs est égal à celui des voix, il existe entre elles la différence d'une tierce qui se rencontre aussi dans le diapason d'une voix à celle qui la suit immédiatement ; par ce moyen on peut maintenir chaque voix dans l'étendue de la portée, sans avoir recours trop souvent aux lignes additionnelles. Ainsi, la clef de sol présente le diapason du premier dessus ; La clef d'ut sur la première ligne, celui du second dessus. On se sert aussi de la clef d'ut sur la première ligne pour écrire le premier dessus ; La clef d'ut sur la deuxième, celui du contralto de femme ; La clef d'ut sur la troisième, celui de la haute-contre; La clef d'ut sur la quatrième, celui du ténor ; La clef de fa sur la troisième ligne celui du baryton ou basse-taille ; Enfin la clef de fa sur la quatrième représente le diapason de la voix de basse, la plus grave de toutes. La clef de fa sur la troisième ligne est abandonnée, et et l'on a pris l'habitude d'écrire les parties de baryton sur la clef de basse. La clef d'ut sur la deuxième ligne ne sert plus qu'au cor anglais, et les parties de contralto s'écrivent avec la clef d'ut sur la troisième ou la première ligne. On se sert néanmoins de ces deux clefs dans la transposition.				
472	skos:Concept	Clé d'accord	clef d'accord		On appelle encore clef une espèce de croix de fer, percée par l'un de ses bouts d'un trou carré dans lequel on fait entrer la tête des chevilles des harpes, des pianos, des guitares, pour monter ou lâcher les cordes.				
474	skos:Concept	Clé (organologie)	clef				890.0		EP346110
476	skos:Concept	Cloche			Instrument de métal destiné à annoncer les cérémonies du culte divin. Les plus grandes cloches vinrent de la Campanie et de la ville de Nola. Les cloches ont été introduites dans l'instrumentation pour produire des effets plus dramatiques que musicaux. Le timbre des cloches graves convient aux scènes solennelles ou pathétiques ; celui des cloches aiguës, au contraire, fait naître des impressions plus sereines : elles ont quelque chose d'agreste et de naïf qui les rend propres surtout aux scènes religieuses de la vie des champs. C'est pourquoi Rossini a employé une petite cloche en sol haut (du ténor) pour accompagner le gracieux choeur du second acte de Guillaume-Tell, dont le refrain est : Voici la nuit ; tandis que Meyerbeer a dû recourir à une cloche en fa grave, pour donner le signal du massacre des Huguenots, au quatrième acte de l'opéra de ce nom. Il a eu soin, de plus, de faire de ce fa la quinte diminuée de si bécarre frappé au-dessous par les bassons et qui, aidé par les sons graves de deux clarinettes en la et en si bémol, lui donne un timbre sinistre d'où naissent la terreur et l'effroi. Sabinien, successeur de saint Grégoire, l'an 606, fut le premier pape qui ordonna que le peuple fut averti pour venir au service divin, par le son d'une cloche, que l'on plaça sur une petite élévation, au-dessus de la porte de l'église. Le pape Jean XV institua l'usage de bénir les cloches en 986, et Jean IV en 639, imagina l'angélus en l'honneur de la Vierge, en faisant sonner trois fois la cloche matin et soir.		1144.0		EP346280;PMB1244
477	skos:Concept	Collaboration de musiciens					654.0		EP345907
481	skos:Concept	Collaboration musicien/chorégraphe					738.0		EP345696
482	skos:Concept	Collaboration musicien/écrivain					738.0		EP345697
483	skos:Concept	Collaboration musicien/écrivain/chorégraphe					738.0		EP345698
484	skos:Concept	Collage de textes bibliques							
485	skos:Concept	Collection d'instruments de musique							EP345871;PMB1245
486	skos:Concept	Collection musicale					256.0		EP345810;PMB1246
487	skos:Concept	Collectionneur							EP345872
488	skos:Concept	Collectionneur de livres					487.0		EP345873
489	skos:Concept	Collectionneur de musique					487.0		EP345874;PMB1248
490	skos:Concept	Collectionneur d'instruments de musique					487.0		EP345875;PMB1247
491	skos:Concept	Collège							EP345876
492	skos:Concept	Collège jésuite					491.0		EP345877
493	skos:Concept	Collégiale							
494	skos:Concept	Colophane			de Colophon, ville d'Ionie, renommée pour sa résine, ce mot sert aujourd'hui à nommer cette résine sèche et transparente, dont se servent les artistes pour frotter les archets.				
495	skos:Concept	Comédie					2320.0		EP346933;PMB1249
497	skos:Concept	Comédie de foire					495.0		EP346934
498	skos:Concept	Comédie en musique					1615.0		EP346532;PMB1250
500	skos:Concept	Comédie héroïque							PMB1251
501	skos:Concept	Comédie lyrique							EP345878;PMB1252
502	skos:Concept	Comédie mêlée d'ariettes							
503	skos:Concept	Comédie musicale							PMB22493
504	skos:Concept	Comédie-ballet							PMB1253
505	skos:Concept	Comédien							
506	skos:Concept	Comédien ambulant					35.0		EP345688
507	skos:Concept	Comédien de foire					506.0		EP345690
508	skos:Concept	Comédien italien					35.0		EP345691
509	skos:Concept	Comédienne							
510	skos:Concept	Comique			En musique, le comique consiste dans une application particulière des expressions mélodieuses et harmonieuses de l'art, au moyen desquelles on tâche d'éveiller chez l'auditeur le sentiment de la gaieté. Le chant parlant, qui s'approche le plus de la manière de parler ordinaire, est un des plus sûrs moyens d'arriver à ce résultat.				EP345881
511	skos:Concept	Commanditaire							EP345882
512	skos:Concept	Commedia dell'arte					2329.0		EP346953;PMB1256
513	skos:Concept	Commémoration de tous les défunts							
514	skos:Concept	Commerce de musique					706.0		EP345946
515	skos:Concept	Commerce d'instruments					706.0		EP345947
516	skos:Concept	Commun de la dédicace d'une église							
517	skos:Concept	Commun de la messe							EP345883
518	skos:Concept	Commun de plusieurs martyrs							
519	skos:Concept	Commun de plusieurs saintes							
520	skos:Concept	Commun des abbés							
521	skos:Concept	Commun des apôtres							
522	skos:Concept	Commun des docteurs							
523	skos:Concept	Commun des évangélistes							
524	skos:Concept	Commun des pontifes							
525	skos:Concept	Commun des saints							
526	skos:Concept	Commun des vierges							
527	skos:Concept	Commun d'un confesseur non pontife							
528	skos:Concept	Commun d'un confesseur pontife							
529	skos:Concept	Commun d'un martyr							
530	skos:Concept	Commun d'une vierge martyre							
531	skos:Concept	Commun d'une vierge non martyre							
532	skos:Concept	Communauté religieuse					2492.0		EP347040
533	skos:Concept	Communion							
534	skos:Concept	Compagnie de jésus	Jésuites						PMB1257
535	skos:Concept	Compas							
536	skos:Concept	Compassion de Marie							
537	skos:Concept	Complainte			Espèce de romance populaire, d'un genre pathétique. Ce petit poème est ordinairement le récit d'une histoire lamentable, qu'on suppose fait par le personnage même.		394.0		EP346750;PMB23380
538	skos:Concept	Complies							EP345884;PMB1258
539	skos:Concept	Compositeur			Celui qui compose de la musique d'après les règles de l'art. Mais tout l'art, toute la science ' possibles ne suffisent point sans le génie qui les met en oeuvre. Quelque effort que l'on fasse, il faut être né musicien, autrement on ne fera jamais rien que de médiocre.		1476.0		EP346440
540	skos:Concept	Composition							PMB1259
541	skos:Concept	Composition chorégraphique							
542	skos:Concept	Composition du livret					738.0		EP345699
543	skos:Concept	Composition du papier					1696.0		EP345961
