URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
000599	skos:Concept	Contrepoint					000776		EP346019;PMB1285
000600	skos:Concept	Contrepoint figuré							
000601	skos:Concept	Contrepoint instrumental					000599		EP346020
000602	skos:Concept	Contrepoint renversable							
000603	skos:Concept	Contrepoint simple							
000604	skos:Concept	Contrepoint sur le livre							
000605	skos:Concept	Contrepoint syncopé							
000606	skos:Concept	Contrepoint vocal					000599		EP345893
000607	skos:Concept	Contre-sommier							
000608	skos:Concept	Contre-ténor (voix)					000413		EP346435
000609	skos:Concept	Convalescence							EP345894
000610	skos:Concept	Conversion de Paul							
000611	skos:Concept	Copie			Exemplaire issu de la trans d'un morceau de musique.		000706		EP345948
000612	skos:Concept	Copiste							EP345895;PMB1286
000613	skos:Concept	Cor							PMB1287
000614	skos:Concept	Cor anglais							
000615	skos:Concept	Cor de basset							PMB1288
000616	skos:Concept	Cor de chasse							
000617	skos:Concept	Corde					000888		EP346099;PMB23096
000619	skos:Concept	Corde double							
000620	skos:Concept	Corde en boyau					000617		EP346100
000621	skos:Concept	Corde en métal							
000622	skos:Concept	Corde filée							
000623	skos:Concept	Corde vocale							
000624	skos:Concept	Cordes (famille d'instruments)							EP345896;PMB1289
000625	skos:Concept	Cordes sympathiques			Cordes non directement pincées ou frottées, placées sous les cordes principales d’un instrument, et mises en vibration par résonance pour enrichir le timbre.				
000626	skos:Concept	Cornemuse					001145		EP346286;PMB1290
000627	skos:Concept	Cornet à bouquin							PMB1291
000628	skos:Concept	Cornettiste					001152		EP346447
000629	skos:Concept	Corniste					001152		EP346448
000630	skos:Concept	Corporation des ménétriers							
000631	skos:Concept	Corps résonant							
000632	skos:Concept	Corps sonore							
000633	skos:Concept	Corpus Christi							
000634	skos:Concept	Correspondance							EP345898;PMB22975
000635	skos:Concept	Corruque							
000636	skos:Concept	Cortège							EP345899;PMB1292
000637	skos:Concept	Costume					000691		EP345937;PMB1293
000638	skos:Concept	Costumier							EP345900
000639	skos:Concept	Coulade							
000640	skos:Concept	Coulé					000048		EP345726
000641	skos:Concept	Coup d'archet					002286		EP346917
000642	skos:Concept	Coup de langue							
000643	skos:Concept	Couplet							
000644	skos:Concept	Cour de Monaco							PMB23116
000645	skos:Concept	Courante					000052		EP345741
000646	skos:Concept	Courbe							
000647	skos:Concept	Courner							
000648	skos:Concept	Couronnement							EP345902
000649	skos:Concept	Couronnement de Marie							
000650	skos:Concept	Couvent					001317		EP346378;PMB1294
000651	skos:Concept	Couvent de femmes					000650		EP346379
000652	skos:Concept	Couvent d'hommes							
000653	skos:Concept	Couvercle					000888		EP346101
000654	skos:Concept	Création d'oeuvre							EP345904
000655	skos:Concept	Credo							
000656	skos:Concept	Crin							EP346394
000657	skos:Concept	Critique des contemporains					002485		EP347011
000658	skos:Concept	Critique littéraire							PMB23363
000659	skos:Concept	Critique musicale							EP345915;PMB1295
000661	skos:Concept	Croix							PMB1296
000662	skos:Concept	Cromorne							PMB22961
000663	skos:Concept	Cuivre							
000664	skos:Concept	Cuivres (famille d'instruments)							PMB1297
000665	skos:Concept	Cymbales							
000666	skos:Concept	Da capo							
000667	skos:Concept	Dactyle							
000668	skos:Concept	Dancerie							PMB1298
000669	skos:Concept	Danse							EP345917;PMB1300
000670	skos:Concept	Danse de bal					000669		EP345924
000671	skos:Concept	Danseur							EP345926
000672	skos:Concept	Danseuse					000671		EP345927;PMB1301
000673	skos:Concept	Débat							PMB23367
000674	skos:Concept	Débit							
000675	skos:Concept	Déclamation							EP345929;PMB1302;PMB24545
000676	skos:Concept	Déclamation chantée					002293		EP346919
000677	skos:Concept	Décollation de Jean-Baptiste							
000678	skos:Concept	Décor					000691		EP345938;PMB1303
000679	skos:Concept	Décorateur							EP345930
000680	skos:Concept	Décoration							PMB23542
000681	skos:Concept	Décoration de théâtre					000126		EP345931
000682	skos:Concept	Décoration instrumentale					000892		EP346107
000683	skos:Concept	Dédicace							EP345932;PMB1304
000684	skos:Concept	Dédicataire							EP345933
000685	skos:Concept	Défilé							PMB1305
000686	skos:Concept	Défunts							
000687	skos:Concept	Délibération capitulaire					000729		EP345992
000688	skos:Concept	Demi-jeu							
000689	skos:Concept	Démon							PMB1307
000690	skos:Concept	Densité							
000691	skos:Concept	Description de théâtre							EP345934
000692	skos:Concept	Dessein					000972		EP346150
000693	skos:Concept	Dessein général					000692		EP346151
000694	skos:Concept	Dessein particulier					000692		EP346152
000695	skos:Concept	Dessin							EP345941
000696	skos:Concept	Dessus instrumental					001149		EP346237
000697	skos:Concept	Dessus (voix)					000413		EP346436
000698	skos:Concept	Détaché							
000699	skos:Concept	Diable							PMB1308
000700	skos:Concept	Dialogue							EP345942
000701	skos:Concept	Diapason							
000702	skos:Concept	Diction							EP345943;PMB22435
000703	skos:Concept	Dictionnaire							EP345944;PMB23280
000704	skos:Concept	Didascalie							EP442081;PMB22437
000705	skos:Concept	Dièse							
000706	skos:Concept	Diffusion de la musique							EP345945
000707	skos:Concept	Diffusion du répertoire français					000706		EP345970
000708	skos:Concept	Diffusion du répertoire italien					002015		EP345971
000709	skos:Concept	Digression en musique							PMB1309
000710	skos:Concept	Dimanche							
000711	skos:Concept	Dimanche de quasimodo	deuxième dimanche de Pâques##dimanche in albis##dimanche de Saint-Thomas##Pâques close##dimanche de la divine Miséricore						
000712	skos:Concept	Diminution					001671		EP346704;PMB1310
000713	skos:Concept	Diocèse					000532		EP347042
000714	skos:Concept	Directeur de maîtrise							
000715	skos:Concept	Directeur de théâtre							EP345978
000716	skos:Concept	Direction musicale					002485		EP347012
000717	skos:Concept	Discographie							PMB23477
000718	skos:Concept	Disposition							EP345979
000719	skos:Concept	Dissertation							
000720	skos:Concept	Dissonance							PMB1311
000721	skos:Concept	Distique							
000722	skos:Concept	Dithyrambe							
000723	skos:Concept	Divertissement							PMB1312
000724	skos:Concept	Divertissement de cour							EP345981
000725	skos:Concept	Divertissement d'opéra							EP345982
000726	skos:Concept	Divertissement royal							EP345983
000727	skos:Concept	Division du monocorde							
000728	skos:Concept	Dizain							
000729	skos:Concept	Document d'archives							EP345985;PMB22902
000730	skos:Concept	Doigté					002293		EP346914
000731	skos:Concept	Domine salvum							
000732	skos:Concept	Double					002449		EP346998
000733	skos:Concept	Doublé					000048		EP345727
000734	skos:Concept	Double cadence							
000735	skos:Concept	Double choeur					000431		EP345857
000736	skos:Concept	Double fugue							
000737	skos:Concept	Doublure					000020		EP345660
000738	skos:Concept	Dramaturgie					000037		EP345695
000739	skos:Concept	Drame							
000740	skos:Concept	Drame lyrique							PMB1313
000741	skos:Concept	Drame musical							PMB22781
000742	skos:Concept	Drame sacré							
000743	skos:Concept	Droit							PMB23409
000744	skos:Concept	Droit d'auteur					000785		EP345950
000745	skos:Concept	Droit social							PMB23410
000746	skos:Concept	Duo							EP345996
000747	skos:Concept	Duo instrumental					000746		EP345997;PMB1314
000748	skos:Concept	Duo vocal					000746		EP345998;PMB1315
000749	skos:Concept	Dynastie de musiciens							
000750	skos:Concept	Ébénisterie							
000751	skos:Concept	Échanges entre pays					002005		EP347060
000752	skos:Concept	Échanges polémiques					002485		EP347013
000753	skos:Concept	Échelle							EP346000
000754	skos:Concept	Échelle pythagoricienne							
000755	skos:Concept	Échomètre					001148		EP346229
000756	skos:Concept	Éclairage scénique							EP454455
000757	skos:Concept	Éclisse							
000758	skos:Concept	École de Mannheim							
000759	skos:Concept	École de musique							EP346013
000760	skos:Concept	Économie							PMB23427
000761	skos:Concept	Écossaise							
000762	skos:Concept	Écrit burlesque							
000763	skos:Concept	Écrit critique							EP346014
000764	skos:Concept	Écrit polémique							
000765	skos:Concept	Écrit satirique							
000766	skos:Concept	Écriture a cappella					000776		EP346021
000767	skos:Concept	Écriture chorale					000776		EP346022
000768	skos:Concept	Écriture en canon							
000769	skos:Concept	Écriture en double choeur					001839		EP346040
000770	skos:Concept	Écriture en faux-bourdon							
000771	skos:Concept	Écriture en imitation					000776		EP346023
000772	skos:Concept	Écriture en miroir							
000773	skos:Concept	Écriture fuguée					000771		EP346024
000774	skos:Concept	Écriture instrumentale					000776		EP346025
000775	skos:Concept	Écriture mesurée à l'antique					000776		EP346026
000776	skos:Concept	Écriture musicale							EP346017;PMB1316
000777	skos:Concept	Écriture polyphonique							
000778	skos:Concept	Écriture sainte							PMB1317
000779	skos:Concept	Écriture syllabique					000776		EP346027
000780	skos:Concept	Écrivain							PMB1318
000781	skos:Concept	Écuries royales							PMB1319
000782	skos:Concept	Édifice religieux							
000783	skos:Concept	Éditeur de musique					001337		EP346387
000784	skos:Concept	Éditeur de musique parisien					000783		EP346388
000785	skos:Concept	Édition					000706		EP345949;PMB1320
000786	skos:Concept	Édition critique							
000787	skos:Concept	Édition moderne							
000788	skos:Concept	Édition musicale					000785		EP345951;PMB1321
000789	skos:Concept	Éducation							EP346044
000790	skos:Concept	Éducation musicale					000789		EP346046
000791	skos:Concept	Effectif							EP346052
000792	skos:Concept	Effectif instrumental							
000793	skos:Concept	Effectif vocal					000791		EP346053
000794	skos:Concept	Église							EP346057;PMB1322
000795	skos:Concept	Églogue					001826		EP346762;PMB1323
000796	skos:Concept	Eingang							
000797	skos:Concept	Élan							
000798	skos:Concept	Élégie							
000800	skos:Concept	Élévation					001391	Amote deus meus, In conspectu Angelorum , O Amor, ô bonitas, O Domine diligam te,  O misterium ineffabile, Ornate Aras, O victima, Quam bonus es Domine, Serote cognovi veritas,  Stupeten gentes (pour la Purification de Marie), Veni sponsa Christi	EP346691;PMB1324
000801	skos:Concept	Elocutio							
000802	skos:Concept	Élocution							EP346059
000803	skos:Concept	Éloquence							EP346060
000804	skos:Concept	Embouchure							
000805	skos:Concept	Enchantement					001830		EP346773
000806	skos:Concept	Encyclopédie							EP346061;PMB23441
000807	skos:Concept	Encyclopédiste					001776		EP346733
000808	skos:Concept	Énergie des modes					000870		EP346083
000809	skos:Concept	Enfant de choeur					001494		EP478178
000810	skos:Concept	Enfer					001108		EP346207
000811	skos:Concept	Enharmonie							PMB23350
000812	skos:Concept	Enlightenment							PMB1325
000813	skos:Concept	Enluminure							EP346062
000814	skos:Concept	Enregistrement							PMB23360
000815	skos:Concept	Enseigne							
000816	skos:Concept	Enseignement					000789		EP346047
000817	skos:Concept	Enseignement de la composition							
000818	skos:Concept	Enseignement de la danse					000816		EP346048;PMB1326
000819	skos:Concept	Enseignement de la musique					000816		EP346049;PMB1327
000820	skos:Concept	Enseignement du chant							
000821	skos:Concept	Enseignement supérieur							PMB24543
000822	skos:Concept	Ensemble de chanteurs							EP346063
000823	skos:Concept	Ensemble de musiciens							
000824	skos:Concept	Ensemble d'instrumentistes							
000825	skos:Concept	Ensemble instrumental							
000826	skos:Concept	Ensemble vocal							
000827	skos:Concept	Enterrement							
000828	skos:Concept	Entracte					000981		EP346519
000829	skos:Concept	Entrée de ballet					000981		EP346520;PMB1328
000830	skos:Concept	Entrée fuguée							
000831	skos:Concept	Entrée royale							EP346067
000832	skos:Concept	Entrée solennelle							EP346068
000833	skos:Concept	Entretien							PMB23431
000834	skos:Concept	Envoi							
000835	skos:Concept	Épiglotte							
000836	skos:Concept	Épigramme					001827		EP346765
000837	skos:Concept	Épinette							PMB1329
000839	skos:Concept	Épiphanie							PMB1330
000840	skos:Concept	Épitaphe					001815		EP346753
000841	skos:Concept	Épithalame					001824		EP346758
000842	skos:Concept	Épître							
000843	skos:Concept	Épître dédicatoire							EP346069
000844	skos:Concept	Épître liminaire							EP346070
000845	skos:Concept	Épopée					001821		EP346071
000846	skos:Concept	Ésotérisme							EP346072
000848	skos:Concept	Esprit-saint							PMB1331
000849	skos:Concept	Esquisse d'oeuvre					001013		EP345909
000850	skos:Concept	Essai							PMB23414
000851	skos:Concept	Estampe							EP346073
000852	skos:Concept	Esthétique							PMB1332
000853	skos:Concept	Étendue							
000854	skos:Concept	Ethnomusicologie							PMB22589
000856	skos:Concept	Étiquette							
000857	skos:Concept	Étouffement							
000858	skos:Concept	Étude							PMB23543
000859	skos:Concept	Étude analytique							PMB23281
000860	skos:Concept	Eucharistie						Adoramus te Christe, Audite gentes, Cantus dent uberes, Cantemus domino, canticum laudis, Cantemus Domino in hoc enim amoris sacramento, Christe Jesu, Deitas hostia sancta Deitas, Descendite accurite volate, Ecce Panis angelorum, Homo quidam	PMB1333
000861	skos:Concept	Évangéliaire							
000862	skos:Concept	Évangile							
000863	skos:Concept	Éventail							EP346075
000864	skos:Concept	Exaltation de la croix							
000865	skos:Concept	Exécution							
000866	skos:Concept	Ex-libris					000706		EP345955
000867	skos:Concept	Exorde							
000868	skos:Concept	Exotisme							EP346077
000869	skos:Concept	Expression des affects							EP346080;PMB1334
000870	skos:Concept	Expression des passions							EP346081;PMB1335
000872	skos:Concept	Expression dramatique							EP346085
000873	skos:Concept	Extrait de baptême					000729		EP345993
000874	skos:Concept	Extraits							PMB24530
000875	skos:Concept	Fable							EP346086;PMB1336
000876	skos:Concept	Fable chantée							PMB1337
000877	skos:Concept	Fabrication du papier							
000878	skos:Concept	Fabriquant de papier							
000879	skos:Concept	Face							
000880	skos:Concept	Facsimilé							
000881	skos:Concept	Facteur de clavecins					000883		EP346090;PMB1341
000882	skos:Concept	Facteur de pianos					000883		EP346091;PMB1342
000883	skos:Concept	Facteur d'instruments							EP346088;PMB1338
000884	skos:Concept	Facteur d'instruments à vent					000883		EP346092;PMB1339
000885	skos:Concept	Facteur d'orgues					000883		EP346093;PMB1340
000886	skos:Concept	Factum							
000887	skos:Concept	Facture d'instrument							EP346104;PMB1343
000888	skos:Concept	Facture d'instrument à cordes							EP346096
000889	skos:Concept	Facture d'instrument à percussion							
000890	skos:Concept	Facture d'instrument à vent					000892		EP346108
000891	skos:Concept	Facture d'orgue					000890		EP346111
000893	skos:Concept	Fagotto							
000895	skos:Concept	Fanfare					001796		EP346569;PMB1344
000896	skos:Concept	Fantaisie					001796		EP346570;PMB1345
000897	skos:Concept	Fantaisie lyrique							PMB1346
000898	skos:Concept	Fantastique (musique)					001389		EP346774
000899	skos:Concept	Farce					000495		EP346935
000900	skos:Concept	Fausse relation							
000901	skos:Concept	Fausset							PMB24548
000903	skos:Concept	Faux-bourdon					001804		EP346639;PMB1347
000904	skos:Concept	Feinte							
000905	skos:Concept	Femme compositeur							
000906	skos:Concept	Femme et danse							PMB22997
000907	skos:Concept	Femme et musique							PMB22995
000908	skos:Concept	Femme et société							PMB22996
000909	skos:Concept	Femme musicien							EP346123
000910	skos:Concept	Ferme générale							PMB23437
000911	skos:Concept	Festin							
000912	skos:Concept	Fête							EP346125;PMB1348
000913	skos:Concept	Fête de saint							EP346132;PMB1349
000914	skos:Concept	Fête des rois							
000915	skos:Concept	Fête-Dieu							EP346133
000916	skos:Concept	Fête du Corps et du Sang de Jésus							
000918	skos:Concept	Fête liturgique							PMB1350
000919	skos:Concept	Fête populaire							EP346134
000920	skos:Concept	Fête publique					000912		EP346129
000921	skos:Concept	Fête religieuse							PMB1351
000922	skos:Concept	Fête révolutionnaire					000912		EP346130
000923	skos:Concept	Fête royale					000912		EP346131
000925	skos:Concept	Feu d'artifice							EP346135
000926	skos:Concept	Feutre							
000927	skos:Concept	Fifre							
000928	skos:Concept	Figuralisme					000936		EP346137
000929	skos:Concept	Figurant							
000930	skos:Concept	Figure de danse					000438		EP345921
000931	skos:Concept	Figure de gradation							
000932	skos:Concept	Figure de répétition							
000933	skos:Concept	Figure d'hypotypose							
000934	skos:Concept	Figure harmonique							
000935	skos:Concept	Figure mélodique							
000936	skos:Concept	Figure rhétorique							EP346136
000937	skos:Concept	Figure rythmique					001425		EP345711
000938	skos:Concept	Filigrane							PMB1352
000940	skos:Concept	Finale							
000941	skos:Concept	Fioriture							
000942	skos:Concept	Flageolet							PMB1353
000943	skos:Concept	Flatté							
000944	skos:Concept	Flûte							PMB1354
000945	skos:Concept	Flûte à bec	Flûte d'Angleterre##Flûte douce##Flûte droite						PMB1355
000946	skos:Concept	Flûte à plusieurs tuyaux							
000947	skos:Concept	Flûte allemande	Traverso##Flûte traversière baroque	Flûte d'allemagne##Flûte d'Allemagne##Flute d'allemagne					
000951	skos:Concept	Flûte rustique							
000952	skos:Concept	Flûte traversière							
000953	skos:Concept	Flûtiste					001152		EP346449;PMB1356
000954	skos:Concept	Foi							PMB22819
000955	skos:Concept	Foire							EP346143
000956	skos:Concept	Folia							
000957	skos:Concept	Folie							EP346145
000958	skos:Concept	Folie d'Espagne					000052		EP345742
000959	skos:Concept	Folio							PMB23362
000960	skos:Concept	Folklore							PMB1357
000961	skos:Concept	Follia							
000962	skos:Concept	Fonction politique de la musique							
000963	skos:Concept	Fonction sociale					002493		EP347054
000964	skos:Concept	Fondeur de cloches							
000965	skos:Concept	Fonds musical					000256		EP345811;PMB1358
000966	skos:Concept	Forlane					000052		EP345743
000967	skos:Concept	Format du papier					001696		EP345962
000968	skos:Concept	Formation musicale							EP346147;PMB22376
000969	skos:Concept	Forme binaire					000972		EP346153
000970	skos:Concept	Forme da capo					000972		EP346154
000971	skos:Concept	Forme menuet							
000972	skos:Concept	Forme musicale							EP346148
000973	skos:Concept	Forme poétique							EP346163
000974	skos:Concept	Forme rondeau					000972		EP346155
000975	skos:Concept	Forme rondo-sonate							
000976	skos:Concept	Forme sonate					000972		EP346156
000977	skos:Concept	Forme strophique					000972		EP346157
000978	skos:Concept	Forme ternaire					000972		EP346158
000979	skos:Concept	Forme variation					000972		EP346159
000980	skos:Concept	Fourniture							
000981	skos:Concept	Fragment d'oeuvre lyrique					001516		EP346516
000982	skos:Concept	Fragment du commun de la messe							
000983	skos:Concept	Fragment d'une pièce de théâtre							
000985	skos:Concept	Français							PMB23438
000986	skos:Concept	Franc-maçonnerie							EP346167;PMB1359
000988	skos:Concept	Fréquence d'un son							
000989	skos:Concept	Fréquentation du public							
000990	skos:Concept	Frettage							
000991	skos:Concept	Frette							EP346172
000992	skos:Concept	Fricassée							
000993	skos:Concept	Fricassée littéraire							
000994	skos:Concept	Frontispice					000706		EP447096
000995	skos:Concept	Frottole							PMB22635
000996	skos:Concept	Fugue							PMB1360
000997	skos:Concept	Fugue instrumentale					001796		EP346571;PMB1361
000998	skos:Concept	Fugue perpétuelle							
000999	skos:Concept	Fugue renversée							
001000	skos:Concept	Funérailles					000382		EP345844;PMB1362
001001	skos:Concept	Gage							
001002	skos:Concept	Gaillarde					000052		EP345744
001003	skos:Concept	Galanterie							EP346175
001004	skos:Concept	Gallicanisme					000371		EP345863
001005	skos:Concept	Gambiste					001152		EP346450
001006	skos:Concept	Gamme					000753		EP346001
001007	skos:Concept	Gamme pythagoricienne							
001008	skos:Concept	Garnier, Joseph-François							PMB23120
001009	skos:Concept	Gavotte					000052		EP345745
001010	skos:Concept	Gazette							PMB1363
001011	skos:Concept	Généalogie							EP346178;PMB23467
001012	skos:Concept	Genèse d'un genre					000654		EP346179
001013	skos:Concept	Genèse d'une oeuvre					000654		EP345908
001015	skos:Concept	Genre et musique							PMB22994
001016	skos:Concept	Geste							EP346180;PMB23480
001017	skos:Concept	Gestion des spectacles					001659		EP347021
001018	skos:Concept	Gestuelle					000438		EP345922;PMB1364
001019	skos:Concept	Gigue					000052		EP345746
001020	skos:Concept	Gigue anglaise							
001021	skos:Concept	Gloria							
001022	skos:Concept	Glotte							
001023	skos:Concept	Goût							PMB22908
001024	skos:Concept	Goût du public					001027		EP346182
001025	skos:Concept	Goût français					001027		EP346183
001026	skos:Concept	Goût italien					001027		EP346184
001027	skos:Concept	Goût musical							EP346181
001028	skos:Concept	Graduel							PMB1365
001029	skos:Concept	Graduel chant							
001030	skos:Concept	Graduel livre					001283		EP346364
001031	skos:Concept	Grand-chantre							
001032	skos:Concept	Grand-choeur					000431		EP345858
001033	skos:Concept	Grand-choeur instrumental							EP346185
001034	skos:Concept	Grand motet					001463		EP346635;PMB1458
001035	skos:Concept	Grand plein jeu							
001036	skos:Concept	Graveur de musique					001337		EP346389;PMB1366
001037	skos:Concept	Gravure					002444		EP345973;PMB23449
001038	skos:Concept	Gravure musicale							PMB23204
001039	skos:Concept	Chant grégorien							EP346186;PMB1367
001040	skos:Concept	Grotesque							
001041	skos:Concept	Ground							
001042	skos:Concept	Gruppeto							
001043	skos:Concept	Guide							
001044	skos:Concept	Guidon							
001045	skos:Concept	Guitare							PMB1368
001046	skos:Concept	Guitare allemande							EP346189
001047	skos:Concept	Guitariste			Musicien qui joue de la guitare.		001152		EP346451
001048	skos:Concept	Gymel							PMB22645
001049	skos:Concept	Harmonica de verre							PMB23225
001050	skos:Concept	Harmonie					000776		EP346028;PMB1369
001051	skos:Concept	Harmoniques (sons)							
001052	skos:Concept	Harmonisation de l'orgue							
001053	skos:Concept	Harpe							PMB1370
001054	skos:Concept	Harpiste			Musicien qui joue de la harpe.		001152		EP346452
001055	skos:Concept	Haut-dessus (voix)							
001056	skos:Concept	Hautbois							PMB1371
001057	skos:Concept	Hautbois d'amour							
001058	skos:Concept	Hautboïste					001152		EP346453
001059	skos:Concept	Haute-contre (voix)					000413		EP346437;PMB1372
001060	skos:Concept	Haute-taille (voix)							
001061	skos:Concept	Hauteur d'un son					002206		EP345666
001062	skos:Concept	Hémiole					001425		EP345716
001063	skos:Concept	Herr gott lass dich erbarmen							PMB23094
001064	skos:Concept	Hexacorde					000753		EP346002
001065	skos:Concept	Hiérodrame					001075		EP346628;PMB1373
001066	skos:Concept	Hiérodrame littéraire							
001067	skos:Concept	Hiéroglyphe musical							PMB23270
001068	skos:Concept	Histoire							PMB23408
001069	skos:Concept	Histoire de la danse							
001070	skos:Concept	Histoire de la littérature							
001071	skos:Concept	Histoire de la musique							
001072	skos:Concept	Histoire des institutions							
001073	skos:Concept	Histoire du théâtre							
001074	skos:Concept	Histoire religieuse							
001075	skos:Concept	Histoire sacrée					001544		EP346627;PMB1374
001076	skos:Concept	Historicus							
001077	skos:Concept	Historien de la musique							EP346191
001078	skos:Concept	Historiographie							EP346192
001079	skos:Concept	Historiographie musicale							EP346193;PMB1375
001080	skos:Concept	Histrion							
001081	skos:Concept	Homophonie					000776		EP346038
001082	skos:Concept	Horloge							
001083	skos:Concept	Huguenot							PMB23483
001084	skos:Concept	Huissier avertisseur des ballets							EP346195
001085	skos:Concept	Huit tons de l'église					001442		EP346005
001086	skos:Concept	Huitain							
001087	skos:Concept	Humanisme							EP346196
001088	skos:Concept	Hymne							EP346197;PMB1376
001089	skos:Concept	Hymne à la Vierge Marie							PMB1377
001090	skos:Concept	Hymne à Marie					002164		EP346198
001092	skos:Concept	Hymne au Saint-Esprit							PMB1378
001093	skos:Concept	Hymne au Saint-Sacrement						Adoro Te Devote, [Pange lingua, Verbum caro, Tantum ergo], Ave Verum, O Salutaris Hostia, Verbum supernum prodiens,  [Sacris solemnis, Panis angelicus]	PMB1379
001094	skos:Concept	Hymne en langue vulgaire							
001095	skos:Concept	Hymne instrumental							PMB1380
001096	skos:Concept	Hymne paraphrasé							
001097	skos:Concept	Hymne patriotique							
001098	skos:Concept	Hymne profane							
001099	skos:Concept	Hymne républicain							
001100	skos:Concept	Hymne révolutionnaire							EP346204
001101	skos:Concept	Iambe							
001102	skos:Concept	Iconographie							PMB1381
001103	skos:Concept	Idylle					001826		EP346763;PMB1382
001104	skos:Concept	Idylle dramatique							
001105	skos:Concept	Idylle héroïque							
001106	skos:Concept	Illustration							EP346205
001107	skos:Concept	Imitation							PMB1383
001108	skos:Concept	Imitation de la nature							EP346206
001109	skos:Concept	Imitation des anciens							EP346210
001110	skos:Concept	Imitation renversée							
001111	skos:Concept	Immaculée conception							
001112	skos:Concept	Imprimerie					002444		EP345974;PMB22883
001113	skos:Concept	Imprimeur de musique					001337		EP346390
001114	skos:Concept	Imprimeur du roi					001113		EP346391
001115	skos:Concept	Impromptu							
001116	skos:Concept	Improvisation							EP346211;PMB1384
001117	skos:Concept	Index							PMB23446
001118	skos:Concept	Indication de caractère							EP346213
001119	skos:Concept	Indication de mouvement					000047		EP345709;PMB1385
001120	skos:Concept	Indication métronomique							
001121	skos:Concept	Influence allemande							EP346215
001122	skos:Concept	Influence anglaise					001128		EP346220
001123	skos:Concept	Influence autrichienne					001128		EP346221
001124	skos:Concept	Influence de Lully					001134		EP346217
001125	skos:Concept	Influence de Rameau					001134		EP346218
001126	skos:Concept	Influence du pouvoir politique sur la musique					002485		EP347014
001127	skos:Concept	Influence espagnole					001128		EP346222
001128	skos:Concept	Influence étrangère en France					001134		EP346219;PMB24556
001129	skos:Concept	Influence française à l'étranger					001134		EP346225;PMB24558
001130	skos:Concept	Influence française en Allemagne					001129		EP346226
001131	skos:Concept	Influence française en Italie					001129		EP346227
001132	skos:Concept	Influence germanique					001128		EP346223
001133	skos:Concept	Influence italienne					001134		EP346224
001134	skos:Concept	Influence stylistique							EP346216
001136	skos:Concept	Institution							PMB23105
001138	skos:Concept	Instrument à archet							PMB1386
001139	skos:Concept	Instrument à clavier					001149		EP346238;PMB1387
001140	skos:Concept	Instrument à cordes					001149		EP346239;PMB1388
001141	skos:Concept	Instrument à cordes frappées					001140		EP346240;PMB1389
001142	skos:Concept	Instrument à cordes frottées					001140		EP346245;PMB1390
001143	skos:Concept	Instrument à cordes pincées					001140		EP346260;PMB1391
001144	skos:Concept	Instrument à percussion					001149		EP346279;PMB1392
001145	skos:Concept	Instrument à vent					001149		EP346285;PMB1393
001146	skos:Concept	Instrument à vent en bois					001145		EP346290;PMB1394
001147	skos:Concept	Instrument à vent en cuivre					001145		EP346310;PMB1395
001148	skos:Concept	Instrument de mesure							EP346228
001149	skos:Concept	Instrument de musique							EP346235;PMB1396
001150	skos:Concept	Instrument soliste					001149		EP346320
001151	skos:Concept	Instrumentation					000791		EP346054
001152	skos:Concept	Instrumentiste					001476		EP346441;PMB1398
001153	skos:Concept	Instruments de musique							PMB22844
001154	skos:Concept	Insurrection							PMB23420
001155	skos:Concept	Intensité d'un son					002206		EP345669
001157	skos:Concept	Intermède					000981		EP346521;PMB1399
001158	skos:Concept	Intervalle superflu							
001159	skos:Concept	Interprétation							EP346323;PMB1400
001160	skos:Concept	Interprétation dramatique					000037		EP345702
001161	skos:Concept	Interprète							EP346324
001162	skos:Concept	Intervalle					001050		EP346031;PMB1401
001163	skos:Concept	Intervalle augmenté							
001164	skos:Concept	Intervalle diminué							
001165	skos:Concept	Intervalle juste							
001166	skos:Concept	Intervalle majeur							
001167	skos:Concept	Intervalle mineur							
001168	skos:Concept	Intervalle mixte							
001169	skos:Concept	Intonation					002293		EP346920;PMB1402
001170	skos:Concept	Introduction							
001171	skos:Concept	Introït							
001172	skos:Concept	Inventaire après décès					000034		EP345990
001173	skos:Concept	Inventaire de fonds							EP346326
001174	skos:Concept	Inventaire de fonds musical							
001175	skos:Concept	Inventeur d'instrument de musique							EP346327
001176	skos:Concept	Invention de la croix							
001177	skos:Concept	Invention mécanique					000892		EP346116
001178	skos:Concept	Ivoire							
001179	skos:Concept	Jacobites							PMB23444
001180	skos:Concept	Fête de saint Jacques							
001181	skos:Concept	Jacques le mineur							
001182	skos:Concept	Jardin							PMB1403
001183	skos:Concept	Jardinier							PMB1404
001184	skos:Concept	Fête de saint Jean							
001186	skos:Concept	Décollation de Saint Jean-baptiste (commémoration)							
001187	skos:Concept	Saint Jean-baptiste, nativité							
001188	skos:Concept	Jérémie							PMB1405
001189	skos:Concept	Jermata							
001190	skos:Concept	Jésuite							PMB1406
001191	skos:Concept	Jésus-Christ						Sur le nom de Jésus : O bone Jesu, O dulce nomen Jesu, O Domine Jesu : O dulcissime Jesu, Jesu lux, Jesu dux, Jesu mi suavissime, Jesu dulcissime Pastor, Jesu mi transfige, O Amor Jesu, Jesu nostra redemptio, Cor Jesu te laudamus (Sacré Coeur)	PMB1407
